Protein,Domain,Range,ECOD_num,ECOD_key,T-group,DPAM_prob,HH_prob,DALI_zscore,Hit_cov,Tgroup_cov,Judge,Hcount,Scount,subset,domain_length,bin,intracellular_percentage
P47869,nD2,"251-365,401-450",2656025,e6x3tE2,5057.1.1,0.994,1.0,19.2,0.953,1.138,good_domain,5,0,subset_387,165,2,32.72727272727273
P28907,nD1,51-295,436347,e3romB1,2007.15.1,1.0,1.0,39.4,0.968,1.541,good_domain,10,5,subset_387,245,2,0.0
Q04759,nD1,6-125,157845,e1yrkA1,11.2.1,0.995,0.757,19.9,0.937,0.851,good_domain,1,8,subset_484,120,1,100.0
Q04759,nD2,156-210,167536,e2ennA1,376.1.2,0.999,0.937,9.8,0.786,0.887,good_domain,1,3,subset_484,55,0,100.0
Q04759,nD3,231-280,2581364,e6ra0A2,376.1.2,0.999,0.969,9.4,0.909,0.806,good_domain,1,3,subset_484,50,0,100.0
Q04759,nD4,"281-310,361-705",1397996,e4ra5A1,206.1.1,0.998,1.0,51.3,0.988,1.246,good_domain,13,9,subset_484,375,2,100.0
Q96PR1,nD1,"6-40,91-170",1760353,e3dryC1,226.1.1,0.991,0.992,10.4,0.545,0.983,good_domain,5,4,subset_484,115,1,100.0
Q96PR1,nD2,201-505,2794037,e7e7zC1,5054.1.1,1.0,0.999,18.1,0.902,1.338,good_domain,9,2,subset_484,305,2,33.114754098360656
O94907,nD1,86-115,2491376,e5o57A1,387.1.3,0.964,0.995,0.0,0.812,0.75,simple_topology,0,2,subset_484,30,0,0.0
O94907,nD2,116-140,2491377,e5o57A2,387.1.3,0.959,0.995,0.0,0.828,0.625,simple_topology,0,2,subset_484,25,0,0.0
O94907,nD3,183-215,1159050,e2jtkA4,387.1.3,0.964,0.995,0.0,0.868,0.825,good_domain,0,2,subset_484,33,0,0.0
O94907,nD4,216-265,146862,e3s2kC2,387.1.3,0.936,0.996,0.0,0.804,1.25,good_domain,0,2,subset_484,50,0,0.0
O43318,nD1,16-300,002723440,e7nthA1,206.1.1,0.999,1.0,39.2,0.857,0.947,good_domain,9,8,subset_199,285,2,100.0
O43318,nD2,501-600,na,na,na,na,na,na,na,na,simple_topology,1,0,subset_199,100,1,100.0
P08708,nD1,1-130,002661322,e6zvhR1,101.1.17,1.0,1.0,14.8,0.956,1.806,good_domain,5,2,subset_199,130,1,100.0
Q96KS0,nD1,171-400,002393233,e6f0wA1,10.12.1,0.994,0.999,27.8,0.933,1.307,good_domain,4,11,subset_199,230,2,100.0
P40189,nD1,26-120,1509,e1i1rA3,11.1.1,1.0,0.999,19.6,0.95,0.88,good_domain,3,8,subset_275,95,1,0.0
P40189,nD2,121-220,1507,e1bquA1,11.1.1,1.0,0.997,19.2,1.0,0.926,good_domain,1,9,subset_275,100,1,0.0
P40189,nD3,221-325,1508,e1bquA2,11.1.1,1.0,0.997,18.5,0.896,0.972,good_domain,0,6,subset_275,105,1,0.0
P40189,nD4,326-420,390791,e3l5iA2,11.1.1,1.0,0.999,12.9,0.96,0.88,good_domain,0,7,subset_275,95,1,0.0
P40189,nD5,421-515,2527388,e6mfaA3,11.1.1,1.0,0.993,13.2,0.956,0.88,good_domain,0,7,subset_275,95,1,0.0
P40189,nD6,"516-610,616-640",139233,e3l5hA3,11.1.1,1.0,1.0,14.9,0.979,1.111,good_domain,1,8,subset_275,120,1,0.0
P49810,nD1,"76-295,361-435",2429565,e6idfB1,3542.1.1,0.999,1.0,36.8,0.944,1.182,good_domain,10,2,subset_275,295,2,24.406779661016948
Q14155,nD1,1-145,000141755,e2l3gA1,193.1.1,0.991,0.984,17.2,1.0,1.169,good_domain,7,0,subset_138,145,1,100.0
Q14155,nD2,186-240,000144245,e2xmfA1,4.1.1,0.994,0.0,9.5,0.982,0.688,good_domain,1,4,subset_138,55,0,100.0
Q14155,nD3,271-460,001271192,e1x86A4,133.1.1,0.994,1.0,19.6,0.764,0.905,good_domain,6,0,subset_138,190,2,100.0
Q14155,nD4,461-580,000000960,e2dfkA1,220.1.1,0.994,1.0,15.6,0.728,0.984,good_domain,1,7,subset_138,120,1,100.0
P54289,nD1,"76-225,431-500",002524055,e6pzjA1,223.1.1,0.992,0.976,10.5,0.451,1.507,good_domain,5,9,subset_138,220,2,0.0
P54289,nD2,"236-430,1041-1080",001396444,e2ww8A1,2006.1.6,0.991,0.981,14.8,0.47,1.114,good_domain,7,6,subset_138,235,2,0.0
P54289,nD3,"501-530,556-630",001787635,e4wy9A2,223.1.1,0.992,0.982,9.3,0.874,0.719,good_domain,2,5,subset_138,105,1,0.0
P54289,nD4,631-705,na,na,na,na,na,na,na,na,low_confidence,3,3,subset_138,75,0,0.0
P54289,nD5,"31-70,706-895,981-1025",002325680,e6fu4A1,223.1.1,0.995,0.965,13.0,0.714,1.884,good_domain,8,16,subset_138,275,2,0.0
P36544,nD1,26-230,002761079,e7ektD1,11.12.1,0.998,1.0,30.1,0.985,0.972,good_domain,1,11,subset_138,205,2,0.0
P36544,nD2,"231-345,436-500",002761080,e7ektD2,5057.1.1,0.995,1.0,20.3,0.957,1.241,good_domain,6,0,subset_138,180,2,37.77777777777778
P41182,nD1,11-135,2073548,e5nlbA1,226.1.1,0.995,0.988,13.4,0.786,1.068,good_domain,5,3,subset_45,125,1,100.0
P41182,nD2,516-540,2170663,e5v3jF2,386.1.1,0.999,0.99,3.3,0.429,0.758,simple_topology,1,0,subset_45,25,0,100.0
P41182,nD3,541-570,2507486,e6ml4A1,386.1.1,0.995,0.964,3.2,0.967,0.909,good_domain,1,0,subset_45,30,0,100.0
P41182,nD4,571-625,2170664,e5v3jF3,386.1.1,0.993,0.99,8.6,0.982,1.667,good_domain,2,0,subset_45,55,0,100.0
P41182,nD5,626-655,1758193,e2i13A1,386.1.1,0.999,0.997,8.7,0.528,0.909,simple_topology,1,0,subset_45,30,0,100.0
P41182,nD6,656-680,1758193,e2i13A1,386.1.1,1.0,0.997,8.7,0.472,0.758,simple_topology,1,0,subset_45,25,0,100.0
P41143,nD1,36-345,1125533,e4n6hA1,5001.1.1,1.0,1.0,42.9,1.0,1.086,good_domain,7,2,subset_45,310,2,25.806451612903224
P03971,nD1,71-255,2067946,e5n06A1,11.1.1,0.9,0.0,3.9,0.792,1.713,good_domain,4,10,subset_45,185,2,0.0
P03971,nD2,"286-305,371-440",3829,e1wrdA1,604.6.1,0.868,0.0,4.8,0.645,0.947,good_domain,4,0,subset_45,90,1,0.0
P03971,nD3,456-560,2756557,e7l0jA1,385.1.1,0.996,0.993,9.4,0.971,0.991,good_domain,1,7,subset_45,105,1,0.0
Q96FE5,nD1,36-420,1392735,e2id5A1,207.1.1,1.0,1.0,54.0,0.977,1.356,good_domain,2,16,subset_45,385,2,1.0389610389610389
Q96FE5,nD2,421-525,2165997,e5oyjD2,11.1.1,0.995,0.965,10.1,0.526,0.972,good_domain,1,9,subset_45,105,1,0.0
Q96FE5,nD3,566-590,1173484,e4hq1A3,207.1.1,0.838,0.0,14.6,na,na,simple_topology,1,0,subset_45,25,0,40.0
Q96FE5,nD4,591-620,2336807,e5xwuB2,207.1.1,0.509,0.0,14.0,na,na,simple_topology,0,0,subset_45,30,0,100.0
P49841,nD1,6-400,1515954,e4nm3A1,206.1.1,1.0,1.0,53.7,0.942,1.312,good_domain,11,10,subset_406,395,2,100.0
P34995,nD1,21-375,2429323,e6iivA2,5001.1.1,0.998,1.0,29.7,0.797,1.243,good_domain,8,2,subset_406,355,2,36.901408450704224
P35613,nD1,11-140,418979,e3qr2B1,11.1.1,0.997,0.976,20.1,1.0,1.204,good_domain,2,9,subset_406,130,1,7.6923076923076925
P35613,nD2,141-215,1220717,e3i84B2,11.1.1,0.998,0.982,11.3,0.744,0.694,good_domain,0,7,subset_406,75,0,0.0
P35613,nD3,216-345,2171647,e5xf0A1,11.1.1,0.999,0.981,18.9,0.972,1.204,good_domain,1,9,subset_406,130,1,0.7692307692307693
Q16576,nD1,6-420,2720345,e6zrdA1,5.1.4,0.979,1.0,59.7,0.961,1.156,good_domain,5,29,subset_203,415,2,100.0
P62701,nD1,6-115,1856753,e5it7E3,221.1.2,0.999,1.0,21.3,0.957,0.957,good_domain,2,6,subset_203,110,1,100.0
P62701,nD2,121-175,2675818,e6zj3SE1,2.1.1,0.999,1.0,12.0,0.932,0.529,good_domain,1,4,subset_203,55,0,100.0
P62701,nD3,176-245,2755701,e7o7yAd3,4.1.1,0.999,1.0,16.1,0.795,0.875,good_domain,1,4,subset_203,70,0,100.0
Q96EB6,nD1,"146-510,641-655",1723370,e4x3oA1,2003.1.4,0.997,1.0,24.2,0.7,2.123,good_domain,13,14,subset_203,380,2,100.0
P42336,nD1,6-310,1574345,e4jpsA5,221.1.1,0.998,1.0,22.6,0.952,3.245,good_domain,9,11,subset_57,305,2,100.0
P42336,nD2,316-485,2538865,e6gvfA1,11.2.1,0.997,1.0,28.7,0.925,1.206,good_domain,1,7,subset_57,170,2,100.0
P42336,nD3,486-695,2538866,e6gvfA2,109.4.1,0.995,1.0,18.1,0.953,0.734,good_domain,10,0,subset_57,210,2,100.0
P42336,nD4,696-1065,2739080,e6jxcA1,206.1.1,0.993,1.0,19.1,0.681,1.229,good_domain,13,9,subset_57,370,2,100.0
O43497,nD1,431-465,2608170,e6tz4O1,3291.1.1,0.28,0.0,3.0,na,na,simple_topology,1,0,subset_57,35,0,100.0
O43497,nD2,"46-425,721-965,1251-1410,1416-1885",2172435,e6c9aA2,5054.1.1,1.0,1.0,14.3,0.623,5.504,good_domain,37,8,subset_57,1255,3,34.42231075697211
O43497,nD3,1116-1145,2515999,e6nq2B3,108.1.1,0.886,1.0,0.0,0.355,0.337,simple_topology,0,0,subset_57,30,0,100.0
P08238,nD1,"1-220,276-285",2123276,e5ulsA2,225.1.1,0.997,1.0,30.2,0.903,1.25,good_domain,7,8,subset_57,230,2,100.0
P08238,nD2,286-435,1854663,e5fwkA2,212.1.1,0.996,1.0,22.5,0.902,1.042,good_domain,3,5,subset_57,150,1,100.0
P08238,nD3,436-540,1112922,e3pryA2,3703.1.1,0.998,1.0,12.7,0.875,0.897,good_domain,5,5,subset_57,105,1,100.0
P08238,nD4,541-688,1165155,e3hjcA5,2498.4.1,0.996,1.0,11.8,0.927,0.98,good_domain,6,3,subset_57,148,1,100.0
P41217,nD1,31-140,1162816,e4bfiA3,11.1.1,0.999,0.997,15.6,0.511,1.019,good_domain,2,10,subset_57,110,1,0.0
P41217,nD2,141-260,1162816,e4bfiA3,11.1.1,1.0,0.997,15.6,0.416,1.111,good_domain,1,7,subset_57,120,1,2.5
Q96N67,nD1,16-45,2408757,e5zi7A1,109.4.1,0.993,0.0,6.5,0.061,0.105,simple_topology,1,0,subset_366,30,0,100.0
Q96N67,nD2,"91-125,261-410,461-550,561-730",1567641,e4u31A1,11.1.1,0.882,0.0,3.0,0.436,4.12,good_domain,6,17,subset_366,445,2,100.0
Q96N67,nD3,"51-90,126-135,551-560,731-855,986-1140,1171-1255,1321-1340",1389149,e4u1dA1,109.4.1,0.983,0.0,8.8,0.529,1.556,good_domain,16,6,subset_366,445,2,100.0
Q96N67,nD4,"141-160,206-240,1341-1385,1461-1660",1870489,e5hiuA1,109.4.1,0.983,0.0,7.2,0.342,1.049,good_domain,11,1,subset_366,300,2,100.0
Q96N67,nD5,1661-1830,2572971,e6tkyB1,109.24.1,0.999,1.0,18.4,0.89,1.255,good_domain,5,0,subset_366,170,2,100.0
Q96N67,nD6,1836-1990,184972,e2wm9A2,3333.1.1,0.999,1.0,11.5,0.994,1.006,good_domain,4,7,subset_366,155,2,100.0
Q96N67,nD7,1991-2120,861996,e3vhlA2,109.24.1,0.999,1.0,17.9,0.976,0.959,good_domain,5,1,subset_366,130,1,100.0
Q15139,nD1,46-135,2576235,e6ra0A1,221.1.1,0.995,0.994,10.0,0.94,0.957,good_domain,2,5,subset_366,90,1,100.0
Q15139,nD2,136-200,167533,e2eliA1,376.1.2,0.99,0.73,9.1,0.805,1.048,good_domain,1,3,subset_366,65,0,100.0
Q15139,nD3,266-325,2581364,e6ra0A2,376.1.2,0.998,0.963,8.2,1.0,0.968,good_domain,0,2,subset_366,60,0,100.0
Q15139,nD4,401-545,1513135,e4y93A2,220.1.1,0.984,0.999,9.9,0.717,1.189,good_domain,3,7,subset_366,145,1,100.0
Q15139,nD5,566-880,1423559,e4rerA1,206.1.1,0.996,0.999,30.5,0.719,1.047,good_domain,10,9,subset_366,315,2,100.0
Q15008,nD1,1-290,1884998,e5l4kR1,109.4.1,0.999,1.0,31.7,0.993,1.014,good_domain,15,0,subset_366,290,2,100.0
Q15008,nD2,291-360,1320570,e4d10C1,101.1.2,0.987,0.998,10.0,0.486,0.737,good_domain,3,3,subset_366,70,0,100.0
Q15008,nD3,361-385,1884999,e5l4kR2,3749.4.1,0.981,1.0,0.0,0.852,0.806,good_domain,1,0,subset_366,25,0,100.0
Q14320,nD1,11-40,1919145,e5tkyA1,632.7.1,0.377,0.0,4.5,na,na,simple_topology,1,0,subset_100,30,0,100.0
Q14320,nD2,51-120,7962,e2bskA1,4120.1.1,0.463,0.0,4.5,na,na,simple_topology,2,0,subset_100,70,0,100.0
Q14320,nD3,196-330,2071315,e5tlaA2,221.1.1,0.98,0.0,8.0,1.0,1.436,good_domain,5,7,subset_100,135,1,100.0
Q92847,nD1,26-340,2643951,e6ko5A1,5001.1.1,1.0,1.0,37.2,0.929,1.103,good_domain,10,2,subset_100,315,2,25.714285714285715
P34913,nD1,6-230,164967,e2hoqA1,2006.1.1,0.99,0.997,15.5,0.574,1.125,good_domain,11,6,subset_100,225,2,100.0
P34913,nD2,231-555,1554531,e5ai4A2,7579.1.1,1.0,1.0,56.5,0.988,1.14,good_domain,9,8,subset_100,325,2,100.0
Q5ZPR3,nD1,31-140,1220114,e3rnqB4,11.1.1,0.999,0.995,16.1,0.466,1.019,good_domain,2,8,subset_100,110,1,0.0
Q5ZPR3,nD2,141-240,1220114,e3rnqB4,11.1.1,1.0,0.995,16.1,0.461,0.926,good_domain,0,7,subset_100,100,1,0.0
Q5ZPR3,nD3,246-460,1758351,e4i0kA1,11.1.1,0.982,0.997,15.1,0.913,1.991,good_domain,2,15,subset_100,215,2,0.0
Q5ZPR3,nD4,466-500,2100248,e5xsyB2,3774.1.1,0.956,0.982,0.0,0.786,0.833,simple_topology,1,0,subset_100,35,0,34.285714285714285
P49715,nD1,281-350,na,na,na,na,na,na,na,na,simple_topology,1,0,subset_26,70,0,100.0
Q05586,nD1,"26-140,271-350",001903511,e4tlmC3,2007.1.2,0.998,1.0,35.9,0.798,1.364,good_domain,5,5,subset_26,195,2,0.0
Q05586,nD2,"141-270,351-390",002761273,e7epcB4,2007.1.2,0.998,0.998,18.7,0.5,1.189,good_domain,5,8,subset_26,170,2,0.0
Q05586,nD3,"396-535,756-805",002655555,e6whuC4,7523.1.1,0.996,1.0,24.5,0.925,1.267,good_domain,4,10,subset_26,190,2,0.0
Q05586,nD4,"546-660,806-860",001165465,e3ukmD1,5054.1.1,0.994,0.727,7.6,0.464,0.746,good_domain,4,0,subset_26,170,2,42.35294117647059
Q05586,nD5,"536-545,661-755",002589423,e5un1G2,7523.1.1,0.994,1.0,12.7,0.897,0.7,good_domain,3,4,subset_26,105,1,0.0
P38435,nD1,"41-230,251-405",000054250,e3dbyE1,633.7.1,0.738,0.0,5.1,na,na,low_confidence,12,1,subset_26,345,2,30.434782608695652
P38435,nD2,386-605,002132429,e6b8wB1,10.12.1,0.975,0.962,11.9,0.937,1.25,good_domain,3,12,subset_26,220,2,0.0
P38435,nD3,606-675,002172434,e6c9aA1,5054.1.1,0.195,0.0,3.8,na,na,low_confidence,3,1,subset_26,70,0,0.0
P38435,nD4,681-725,000158767,e1x59A1,616.1.1,0.697,0.0,3.2,na,na,simple_topology,2,0,subset_26,45,0,0.0
O15123,nD1,"86-145,166-240",001494453,e4ll7A1,3939.1.1,0.951,0.965,0.0,0.713,2.25,simple_topology,1,0,subset_26,135,1,0.0
O15123,nD2,281-495,001564127,e4zfgA1,269.1.1,0.998,1.0,40.7,0.982,0.977,good_domain,4,9,subset_26,215,2,0.0
O60674,nD1,36-140,2390602,e6e2qA3,221.1.1,0.997,1.0,15.6,0.989,1.117,good_domain,1,6,subset_425,105,1,100.0
O60674,nD2,121-265,1890586,e5l04A3,197.1.1,0.996,1.0,7.6,0.86,1.306,good_domain,6,1,subset_425,145,1,100.0
O60674,nD3,"266-390,511-520",2443875,e6cb0A1,220.1.1,0.996,0.994,8.6,0.705,1.107,good_domain,2,7,subset_425,135,1,100.0
O60674,nD4,391-510,166592,e2vifA1,214.1.1,0.998,0.906,10.5,0.775,1.081,good_domain,3,6,subset_425,120,1,100.0
O60674,nD5,526-830,2081421,e5ut3A1,206.1.1,0.996,0.999,39.4,1.0,1.013,good_domain,11,8,subset_425,305,2,100.0
O60674,nD6,831-1130,2100241,e5xs2A1,206.1.1,0.997,0.997,24.2,0.725,0.997,good_domain,11,9,subset_425,300,2,100.0
Q01668,nD1,"101-455,491-795,836-1055,1076-1165,1186-1470,1561-1595",2738141,e6bpqC2,5054.1.1,0.999,0.991,10.4,0.768,5.658,good_domain,39,5,subset_425,1290,3,35.27131782945737
Q01668,nD2,1476-1560,2496856,e6jp8A4,108.1.1,0.996,1.0,8.9,0.963,0.955,good_domain,4,2,subset_425,85,0,100.0
Q01668,nD3,1601-1660,2580640,e6l7pC1,3456.1.1,0.649,0.0,3.9,na,na,low_confidence,3,1,subset_425,60,0,100.0
Q01668,nD4,2056-2110,1406525,e4akkA3,103.12.1,0.588,0.0,3.4,na,na,low_confidence,3,0,subset_425,55,0,100.0
P20138,nD1,16-140,2472914,e6d49A1,11.1.1,0.998,0.987,24.8,0.984,1.157,good_domain,1,8,subset_425,125,1,0.8
P20138,nD2,"141-240,266-290",2048252,e5ihbC2,11.1.1,0.998,0.998,15.5,0.978,1.157,good_domain,1,7,subset_425,125,1,6.4
Q92769,nD1,11-380,1064636,e4bkxB1,2006.1.5,1.0,1.0,59.2,0.992,1.16,good_domain,11,9,subset_280,370,2,100.0
O95298,nD1,1-115,2833183,e7v2hg1,1131.1.1,0.956,1.0,4.9,0.852,0.943,good_domain,2,0,subset_280,115,1,60.0
O43174,nD1,6-495,167791,e2ve3A1,149.1.1,0.999,1.0,45.8,0.991,1.216,good_domain,13,14,subset_280,490,2,97.55102040816327
Q15022,nD1,"151-255,292-320,351-365",157845,e1yrkA1,11.2.1,0.982,0.0,7.2,0.865,1.057,good_domain,1,7,subset_201,149,1,100.0
Q15022,nD2,"81-120,426-495",2738202,e5waiB1,386.1.1,0.823,1.0,0.0,na,na,low_confidence,3,4,subset_201,110,1,100.0
Q15022,nD3,"501-525,561-685",2067093,e5kklB4,186.2.1,0.996,0.996,15.3,0.715,1.132,good_domain,5,0,subset_201,150,1,100.0
P50914,nD1,1-140,2502022,e6oliN1,4.1.1,1.0,1.0,20.7,1.0,1.75,good_domain,4,4,subset_201,140,1,100.0
P10398,nD1,16-90,395073,e2l05A1,221.1.1,0.999,0.994,11.8,0.893,0.798,good_domain,1,6,subset_201,75,0,100.0
P10398,nD2,96-145,2716480,e6xgvB2,376.1.2,0.999,0.997,7.0,0.943,0.806,good_domain,1,3,subset_201,50,0,100.0
P10398,nD3,276-585,2814018,e7mfdA1,206.1.1,0.997,1.0,32.2,0.937,1.03,good_domain,10,7,subset_201,310,2,100.0
Q9UM73,nD1,"86-100,166-220",1866223,e5hlyA2,10.2.1,0.909,0.0,2.7,0.225,0.302,partial_domain,3,4,subset_214,70,0,0.0
Q9UM73,nD2,256-430,1907321,e5l73B1,10.1.1,0.991,0.985,11.2,0.785,0.818,good_domain,1,10,subset_214,175,2,0.0
Q9UM73,nD3,441-475,2091541,e5o32D5,389.3.1,0.982,0.599,0.0,0.784,0.843,simple_topology,1,1,subset_214,35,0,0.0
Q9UM73,nD4,476-635,1907321,e5l73B1,10.1.1,0.997,0.99,13.6,0.843,0.748,good_domain,1,10,subset_214,160,2,0.0
Q9UM73,nD5,"681-780,826-840,956-985",1780542,e5hkjA3,10.3.1,0.462,0.0,3.6,na,na,low_confidence,1,10,subset_214,145,1,0.0
Q9UM73,nD6,986-1025,1177863,e2w86A4,389.1.1,0.998,0.0,3.3,0.837,0.941,simple_topology,0,2,subset_214,40,0,0.0
Q9UM73,nD7,1036-1065,389331,e3mhhC1,386.1.1,0.949,0.0,3.3,0.323,0.909,simple_topology,1,0,subset_214,30,0,26.666666666666668
Q9UM73,nD8,1081-1405,152207,e4fnwA1,206.1.1,1.0,0.999,45.3,0.941,1.08,good_domain,12,10,subset_214,325,2,100.0
P62829,nD1,1-140,2106288,e5xy3V1,3174.1.1,0.998,0.998,25.6,1.0,1.014,good_domain,2,6,subset_214,140,1,100.0
P49720,nD1,1-205,1871840,e5le5I1,210.1.1,0.998,1.0,39.6,1.0,0.899,good_domain,4,12,subset_214,205,2,100.0
Q86Z14,nD1,41-510,2142590,e5vanA1,2002.1.1,1.0,1.0,69.1,0.961,1.502,good_domain,16,13,subset_176,470,2,0.0
Q86Z14,nD2,511-985,2142591,e5vanA2,2002.1.1,1.0,1.0,66.2,0.981,1.518,good_domain,11,14,subset_176,475,2,0.0
P46777,nD1,6-295,2096249,e5tbwCG1,2484.1.1,1.0,1.0,34.9,0.966,1.48,good_domain,9,5,subset_176,290,2,100.0
Q92542,nD1,"33-250,636-665",1720164,e5a63A1,2487.1.1,0.994,1.0,25.6,1.0,1.54,good_domain,7,11,subset_176,248,2,0.4032258064516129
Q92542,nD2,251-635,1720165,e5a63A2,2011.1.1,1.0,1.0,59.7,0.99,1.321,good_domain,12,11,subset_176,385,2,0.0
Q92542,nD3,666-700,1824196,e2n7rA1,1028.1.1,0.962,0.942,0.0,0.761,0.761,simple_topology,1,0,subset_176,35,0,40.0
P03372,nD1,181-270,000361472,e3g6pB1,377.1.1,0.993,0.982,8.8,0.975,1.8,good_domain,2,2,subset_85,90,1,100.0
P03372,nD2,301-550,002167774,e6chwA1,188.1.1,0.999,0.999,31.7,0.927,1.033,good_domain,8,2,subset_85,250,2,100.0
P33176,nD1,6-335,000134161,e2wbeC1,2004.1.1,0.999,1.0,47.0,0.87,1.48,good_domain,7,17,subset_85,330,2,100.0
P33176,nD2,336-390,001551339,e5aj4Ad1,3967.1.1,0.836,0.0,4.5,na,na,simple_topology,2,0,subset_85,55,0,100.0
P33176,nD3,421-570,002817924,e7moqZ1,3755.3.1,0.982,0.0,5.9,0.853,0.872,simple_topology,1,0,subset_85,150,1,100.0
P33176,nD4,581-810,na,na,na,na,na,na,na,na,simple_topology,2,0,subset_85,230,2,100.0
P33176,nD5,821-860,002647775,e6wg3B4,3922.1.1,0.948,0.996,4.4,0.214,0.31,simple_topology,1,0,subset_85,40,0,100.0
P33176,nD6,861-920,000184859,e2p22A1,192.15.1,0.84,0.0,5.0,na,na,simple_topology,1,0,subset_85,60,0,100.0
P14902,nD1,16-120,002141605,e6f0aA2,4983.1.1,0.99,1.0,13.8,0.938,0.938,good_domain,4,1,subset_85,105,1,100.0
P14902,nD2,121-400,002141604,e6f0aA1,4229.1.1,0.999,1.0,34.2,0.989,1.037,good_domain,10,2,subset_85,280,2,100.0
P11387,nD1,231-325,47703,e1rrjA4,4057.1.1,0.994,1.0,16.0,0.989,1.05,good_domain,4,4,subset_372,95,1,100.0
P11387,nD2,"206-230,326-430",44275,e1rrjA1,4039.1.1,0.996,1.0,18.4,0.953,1.02,good_domain,2,7,subset_372,130,1,100.0
P11387,nD3,431-585,2811,e1k4tA2,101.1.8,0.995,1.0,23.5,1.0,1.26,good_domain,6,2,subset_372,155,2,100.0
P11387,nD4,641-710,4675,e1k4tA5,192.8.1,0.813,1.0,0.0,na,na,simple_topology,2,0,subset_372,70,0,100.0
P11387,nD5,"586-640,711-765",2812,e1k4tA3,101.1.8,0.995,1.0,20.0,0.982,0.894,good_domain,5,1,subset_372,110,1,100.0
O95180,nD1,"66-225,231-470,771-1060,1246-1425,1431-1885",2172435,e6c9aA2,5054.1.1,1.0,1.0,14.7,0.625,5.811,good_domain,40,9,subset_372,1325,3,36.83018867924528
P48556,nD1,81-305,1148635,e4b0zA3,109.4.1,0.997,1.0,21.2,0.964,0.787,good_domain,11,1,subset_372,225,2,100.0
P48556,nD2,276-330,1148636,e4b0zA4,101.1.2,0.871,1.0,4.4,0.754,0.579,good_domain,2,2,subset_372,55,0,100.0
Q7KZI7,nD1,36-365,2389421,e6c9dA1,206.1.1,0.999,1.0,47.3,0.979,1.096,good_domain,11,9,subset_338,330,2,100.0
Q7KZI7,nD2,691-788,6339,e2qlvA1,331.4.1,0.99,0.98,10.6,0.48,0.824,good_domain,2,4,subset_338,98,1,100.0
P35368,nD1,31-365,1273987,e4amjB2,5001.1.1,0.999,1.0,36.0,0.933,1.173,good_domain,7,2,subset_338,335,2,34.62686567164179
Q01449,nD1,16-100,1198731,e3jvtB3,108.1.1,0.996,0.997,11.0,0.916,0.955,good_domain,4,2,subset_338,85,0,100.0
Q01449,nD2,101-170,1198349,e3i5fC3,108.1.1,0.998,0.996,10.1,0.854,0.787,good_domain,4,2,subset_338,70,0,100.0
O75306,nD1,161-360,2105877,e5xtbQ1,4025.1.1,0.998,1.0,22.7,1.0,0.759,good_domain,6,0,subset_281,200,2,100.0
O75306,nD2,"81-115,431-463",1760264,e4ci0A1,244.4.1,1.0,1.0,11.7,0.422,0.764,good_domain,2,5,subset_281,68,0,100.0
O75306,nD3,"116-160,361-430",1760264,e4ci0A1,244.4.1,0.995,1.0,11.7,0.513,1.292,good_domain,5,3,subset_281,115,1,100.0
Q93084,nD1,126-240,2707126,e7kycA4,10.13.1,0.997,1.0,9.7,0.624,0.991,good_domain,3,6,subset_281,115,1,100.0
Q93084,nD2,361-600,84393,e2zbeB4,267.1.1,0.998,1.0,39.4,1.0,1.455,good_domain,6,11,subset_281,240,2,100.0
Q93084,nD3,"1-110,116-125,246-360,606-999",1324289,e4umwA4,5073.1.2,0.954,1.0,8.6,0.564,2.09,good_domain,24,9,subset_281,629,3,52.78219395866455
P60604,nD1,6-165,367552,e3h8kA1,216.1.1,0.998,0.992,25.9,0.957,1.049,good_domain,3,4,subset_145,160,2,100.0
P49674,nD1,1-300,2391818,e6gzdA1,206.1.1,1.0,1.0,45.0,1.0,0.997,good_domain,9,9,subset_145,300,2,100.0
Q9UGM1,nD1,31-235,1389290,e4d01A1,11.12.1,0.998,0.999,27.8,0.962,0.972,good_domain,1,10,subset_145,205,2,0.0
Q9UGM1,nD2,"236-350,411-479",2527148,e6pv7A1,5057.1.1,0.994,1.0,18.6,0.886,1.269,good_domain,5,0,subset_145,184,2,43.47826086956522
P13631,nD1,86-160,1283298,e4nqaB2,377.1.1,0.995,1.0,7.9,0.591,1.5,simple_topology,2,0,subset_490,75,0,100.0
P13631,nD2,166-425,2555802,e6ssqA1,188.1.1,1.0,0.999,38.0,0.992,1.074,good_domain,10,2,subset_490,260,2,100.0
Q8TAE7,nD1,11-130,1760353,e3dryC1,226.1.1,0.988,0.994,9.5,0.567,1.026,good_domain,5,5,subset_490,120,1,100.0
Q8TAE7,nD2,151-430,2794037,e7e7zC1,5054.1.1,1.0,1.0,21.8,0.937,1.228,good_domain,9,0,subset_490,280,2,28.928571428571427
Q96NY8,nD1,31-145,1220114,e3rnqB4,11.1.1,0.999,0.995,10.9,0.455,1.065,good_domain,0,10,subset_490,115,1,0.8695652173913043
Q96NY8,nD2,146-245,1220114,e3rnqB4,11.1.1,0.999,0.995,10.9,0.435,0.926,good_domain,0,8,subset_490,100,1,0.0
Q96NY8,nD3,"246-335,351-390",1758590,e4fomA1,11.1.1,0.999,0.999,13.8,0.946,1.204,good_domain,2,8,subset_490,130,1,15.384615384615385
